"Según la enseñanza de Yeshua en Mateo 5:38-41, ¿cuál debe ser la respuesta del discípulo ante la ofensa personal?",No resistir al malo y evitar la venganza por mano propia.
Término: Palil,Definición: Magistrado o juez encargado de determinar las penas proporcionales.
"¿Qué diferencia establece el estudio entre el necesitado ""permanente"" (viuda, huérfano) y el ""menesteroso"" (evión)?",Al permanente se le ayuda sin esperar nada; al menesteroso se le presta para su sustento.
"Según Colosenses 1:16, ¿cuál fue el papel de Yeshua en la creación?",Él es el agente creador por medio de quien y para quien fueron creadas todas las cosas.
"En el pensamiento hebreo, ¿qué es la ""Davar"" del Eterno en relación con la creación?",La expresión inmanente o palabra activa que produce la realidad.
"Según Salmos 33:6, ¿por qué medio fueron hechos los cielos?",Por la palabra ($Davar$) de Adonay.
"¿A qué se refiere el título de ""profetiza"" (nevía) aplicado a Miriam en Éxodo 15:20?",A su rol como portavoz que proclama o canta la palabra de Dios por inspiración.
"Según Mateo 25:40, ¿cómo considera el Rey las acciones de ayuda hacia los ""hermanos más pequeños""?",Como si se las hubieran hecho a él mismo.
"De acuerdo con Deuteronomio 14:28-29, ¿cuál era uno de los propósitos sociales del diezmo?","Sustentar al levita, al extranjero, al huérfano y a la viuda."
¿Por qué es riesgoso dar dinero directamente a familiares con adicciones activas?,Porque puede fomentar la codependencia y financiar la autodestrucción del familiar.
Término: Sedacá,Definición: Justicia solidaria o caridad activa requerida por la Torá.
"Según Éxodo 21:20, si un amo hiere a su siervo y este muere inmediatamente, ¿cuál es la consecuencia para el amo?",Será castigado (bajo la ley de vida por vida).
"¿Qué pecado se describe con el término hebreo ""Avón""?","La iniquidad, o el estado donde el pecado se ha normalizado y torcido en una sociedad."
"El primer tipo de pecado mencionado es ""Jatá"", que se define como _____.","Un error, tropiezo o pecado inadvertido."
"Según Deuteronomio 4:6, ¿cómo verán las naciones a Israel si guardan los estatutos y decretos?","Como un pueblo sabio, entendido y una nación grande."
"En la oración inicial de Iván Martínez, ¿quién es el único que puede dar la comprensión plena de la instrucción divina?",El Ruach HaKodesh (Espíritu Santo).
