"¿Cuál es el secreto para ser felices según la raíz de la palabra ""Ashrey""?",Actuar con rectitud y hacer lo correcto.
¿Vino Yeshua (Jesús) a quitar la Ley de Moisés?,"No, vino para enseñarnos a cumplirla correctamente."
¿En qué lugar quiere Dios escribir Su ley en el Nuevo Pacto?,En nuestra mente y en nuestro corazón.
¿Qué es lo primero que debemos hacer antes de llevar un regalo o una oración a Dios?,Hacer las paces con nuestro hermano.
¿Cómo se llama el pecado que se comete sin querer o por error?,Jatá.
¿Cómo se llama cuando el pecado se vuelve normal en una sociedad?,Iniquidad o Avón.
¿De qué nos dan cuenta nuestras palabras según Yeshua?,Revelan lo que realmente hay en nuestro corazón.
"¿Qué debemos hacer con las palabras que decimos para que no sean ""ociosas""?",Deben ser buenas y servir para ayudar a los demás.
"En la Biblia, ¿qué es un profeta?",Es alguien que habla o canta en nombre de Dios.
¿Quién fue Miriam en la historia de la salida de Egipto?,Fue la hermana de Moisés y una profetiza que dirigió cantos a Dios.
"¿Qué significa la palabra ""Sedacá""?",Significa justicia solidaria o ayudar a los necesitados.
¿Qué debemos hacer si alguien nos pide dinero para algo que le hace daño (como una adicción)?,No dárselo y buscar ayudarle con rehabilitación.
¿Es el perdón algo que elegimos hacer si queremos o es un mandamiento?,Es un mandamiento necesario para que Dios también nos perdone.
¿Qué significa perdonar a nuestros padres?,Es un paso muy importante para crecer y ser libres espiritualmente.
Concepto: Ley del Talión (Ojo por ojo),"Definición: No es venganza, sino pagar una compensación justa por el daño."
¿Qué herramienta usó Dios para crear todas las cosas?,Su Palabra (la Davar).
¿Quién es el centro de toda la creación y del plan de Dios?,Yeshua Hamashiah (Jesús el Mesías).
"¿Qué significa ser ""esforzado y valiente"" en la Biblia?",Significa obedecer a Dios y no apartarse de Su Palabra.
"Si alguien te obliga a llevar una carga por una milla, ¿qué enseñó Yeshua?",Que la lleves por dos millas con alegría.
¿Cómo debemos tratar a los que nos maldicen?,Debemos bendecirlos.
"La verdadera felicidad no es por suerte, sino por vivir con _____.",Estabilidad y obediencia a Dios.
¿Qué grupo de personas debe recibir nuestra ayuda especial?,"Los huérfanos, las viudas y los extranjeros."
¿Qué sucede con nuestra oración si guardamos rencor?,Nuestra conexión con Dios se siente bloqueada.
"En la Biblia, un siervo hebreo era alguien que trabajaba para _____.",Pagar una deuda y aprender a vivir mejor.
"Si un amo lastimaba el ojo de su siervo, ¿qué debía darle como pago?",Debía darle su libertad inmediatamente.
¿De dónde viene toda la sabiduría verdadera?,Viene de Dios.
¿Cómo se llama el espíritu de Dios que nos ayuda a entender Su Palabra?,Ruaj Hakodesh.
"Cuando ayudamos al que tiene hambre o está enfermo, Yeshua dice que se lo hacemos a _____.",Él mismo.
¿Es posible amar a alguien y poner límites para que no nos abuse?,"Sí, el amor usa la sabiduría para protegernos y ayudar al otro."
¿Qué debe salir de nuestra boca en lugar de palabras feas?,Palabras de bendición y que animen a otros.
"¿Qué significa la palabra ""Teshuvá""?",Significa regresar al camino de Dios y corregir nuestros errores.
¿Quién es nuestro Sumo Sacerdote hoy?,Yeshua el Mesías.
¿Qué idioma se usaba originalmente para leer la Torá?,Hebreo.
¿Qué nos hace libres de verdad según Yeshua?,Conocer la verdad de la Palabra de Dios.
"¿Qué significa tener ""dominio propio""?",Es la capacidad de controlar nuestras acciones y palabras para obedecer a Dios.
¿Cómo debemos ver nuestro pasado difícil?,Como una herramienta para ayudar y tener compasión por otros.
